e52,e23,x38,xv38,vinqi
DISPLEASED,displeased,displeased,,असंतुष्ट
DISPLEASING,displeasing,displeasing,,अरुचिकर
DISPLEASURE,displeasure,displeasure,,अप्रसन्नता
DISPOSABLE,disposable,disposable,,उपयोग करके फैंकने लायक
DISPOSAL,disposal,disposal,,जमीन
DISPOSE,dispose,dispose,,ठिकाने लगाना
DISPOSED,disposed,disposed,,कुछ करने केलिए तैयार
DISPOSITION,disposition,disposition,,प्रकृति
DISPOSSESS,dispossess,dispossess,,कब्जा हरण कर लेना
DISPOSSESSION,dispossession,dispossession,,बेदखली
DISPRITEDNESS,dispritedness,dispritedness,,अवसन्नता
DISPROPORTION,disproportion,disproportion,,विषमता
DISPROPORTIONATE,disproportionate,disproportionate,,असंगति
DISPROPORTIONATELY,disproportionately,disproportionately,,अनुपातहीन रूप से
DISPROVE,disprowe,disprowe,,असत्य प्रमाणित करना
DISPUTABLE,disputable,disputable,,विवादास्पद
DISPUTATION,disputation,disputation,,विवाद
DISPUTATIOUS,disputatious,disputatious,,दंगई
DISPUTE,dispute,dispute,,झगड़ना
DISPUTED,disputed,disputed,,विवादित
DISQUALIFICATION,diskualification,diskualifikation,,अपात्रता
DISQUALIFY,diskualify,diskualify,,अनर्हकरण
DISQUIET,diskuiet,diskuiet,,अशांति
DISQUIETED,diskuieted,diskuieted,,चिंतित
DISQUIETING,diskuieting,diskuieting,,बेचैन करने वाला
DISQUIETINGLY,diskuietingly,diskuietingly,,बेचैन करता हुआ
DISQUIETUDE,diskuietude,diskuietude,,व्याकुलता
DISREGARD,disregard,disregard,,अनादर
DISREGARDED,disregarded,disregarded,,अवहेलित
DISREGARDING,disregarding,disregarding,,की परवाह किए बिना
DISREPAIR,disrepair,disrepair,,मरम्मत की हालत
DISREPUTABLE,disreputable,disreputable,,अपमान
DISREPUTE,disrepute,disrepute,,अप्रतिष्ठा
DISRESPECTFUL,disrespectful,disrespektful,,अनादरणीय
DISRESPECTFULL,disrespectfull,disrespektfull,,असम्माननीय
DISRESPECTFULLY,disrespectfully,disrespektfully,,अनादरणीयता से
DISROBE,disrobe,disrobe,,कपड़े उतारना
DISRUPT,disrupt,disrupt,,तितर बितर करना
DISRUPTION,disruption,disruption,,विघटन
DISRUPTIVE,disruptiwe,disruptiwe,,अशांत
DISS,diss,diss,,अपमानित करना
DISSATISFACTION,dissatisfaction,dissatisfaktion,,असंतोष
DISSATISFIED,dissatisfied,dissatisfied,,असंतुष्ट
DISSECT,dissect,dissekt,,विच्छेदन करना
DISSECTION,dissection,dissektion,,विच्छेदन
DISSEMINATE,disseminate,disseminate,,प्रचार करना
DISSEMINATING,disseminating,disseminating,,फैला हुआ
DISSEMINATION,dissemination,dissemination,,फैलाव
DISSEMINATIVE,disseminatiwe,disseminatiwe,,फैला हुआ
DISSENSION,dissension,dissension,,मतभेद
DISSENT,dissent,dissent,,असहमत होना
DISSENTER,dissenter,dissentxr,,इंग्लैंड़ के गिरिजाघर की प्रथाओं को न मानने वाला
DISSENTING,dissenting,dissenting,,असहमत
DISSERTATION,dissertation,dissxrtation,,शोध निबंद
DISSIDENCE,dissidence,dissidense,,मतभेद
DISSIDENT,dissident,dissident,,भिन्नमतावलंबी
DISSIMILAR,dissimilar,dissimilar,,असदृश
DISSIMILARITY,dissimilarity,dissimilarity,,असमानता
DISSIMULATE,dissimulate,dissimulate,,भावनाओ या विचारों को छिपाना
DISSIMULATION,dissimulation,dissimulation,,भावनाओं या विचारों का छिपाव
DISSIPATE,dissipate,dissipate,,अपव्यय करना
DISSIPATED,dissipated,dissipated,,दुर्व्यसनी
DISSIPATION,dissipation,dissipation,,अपव्यय
DISSOCIABLE,dissociable,dissosiable,,अलग किया जा सकने लायक
DISSOCIATE,dissociate,dissosiate,,अलग अलग करके देखना
DISSOCIATION,dissociation,dissosiation,,पृथकरण
DISSOLUTE,dissolute,dissolute,,आवारा
DISSOLUTION,dissolution,dissolution,,अंत
DISSOLVE,dissolwe,dissolwe,,कोई व्यवस्था का खत्म होना
DISSOLVENT,dissolwent,dissolwent,,विलायक
DISSOLVER,dissolwer,dissolwxr,,विलायक
DISSONANCE,dissonance,dissonanse,,बेसुरापन
DISSONANT,dissonant,dissonant,,असंवादी
DISSUADE,dissuade,dissuade,,रोकना
DISTAFF,distaff,distaff,,अँडिया
DISTANCE,distance,distanse,,अंतर
DISTANT,distant,distant,,असन्निहित
DISTANTLY,distantly,distantly,,दूर से
DISTASTE,distaste,distaste,,अरुचि
DISTASTEFUL,distasteful,distasteful,,अरुचिकर
DISTASTEFULLY,distastefully,distastefully,,अरुचिकर ढंग से
DISTASTEFULNESS,distastefulness,distastefulness,,आक्रामकता
DISTEND,distend,distend,,फूलना
DISTENDED,distended,distended,,फूल् हुआ
DISTENSION,distension,distension,,फैलाव
DISTIL,distil,distil,,आसवन करना
DISTILL,distill,distill,,आसवन करना
DISTILLATION,distillation,distillation,,आसवन
DISTILLER,distiller,distillxr,,आसवक
DISTILLERY,distillery,distillxry,,भट्टी
DISTINCT,distinct,distinkt,,अलग अलग
DISTINCTION,distinction,distinktion,,अन्तर
DISTINCTIVE,distinctiwe,distinktiwe,,विशिष्ट
DISTINCTIVELY,distinctiwely,distinktiwely,,विशिष्ट रूप से
DISTINCTNESS,distinctness,distinktness,,भिन्नता
DISTINGUISH,distinguish,distinguish,,अपने को प्रमुख बनाना
DISTINGUISHED,distinguished,distinguished,,असाधारण
DISTINTUISHED,distintuished,distintuished,,प्रतिष्ठित
DISTORT,distort,distort,,ऐंठना
DISTORTED,distorted,distorted,,विकृत
DISTORTION,distortion,distortion,,टेढ़ापन
DISTRACT,distract,distrakt,,ध्यान खींचना
DISTRACTED,distracted,distrakted,,अन्यमनस्क
DISTRACTEDLY,distractedly,distraktedly,,अन्यमनस्क ढंग से
DISTRACTING,distracting,distrakting,,ध्यान भंग करने वाला
DISTRACTION,distraction,distraktion,,ध्यान का खिंचाव
DISTRAUGHT,distraught,distraught,,परेशान
DISTRESS,distress,distress,,कठिनाई
DISTRESSED,distressed,distressed,,खिन्न
DISTRESSFUL,distressful,distressful,,कष्टप्रद
DISTRESSFULNESS,distressfulness,distressfulness,,चिंताजनकता
DISTRESSING,distressing,distressing,,कष्टप्रद
DISTRESSINGLY,distressingly,distressingly,,अप्रीतिकर ढंग से
DISTRIBUTE,distribute,distribute,,फैलना
DISTRIBUTION,distribution,distribution,,वितरण
DISTRIBUTIONAL,distributional,distributional,,विस्तार संबंधी
DISTRIBUTIVE,distributiwe,distributiwe,,वितरणात्मक
DISTRIBUTOR,distributor,distributor,,डिट्रिब्यूटर
DISTRICT,district,distrikt,,इलाका
DISTRUST,distrust,distrust,,अविश्वास करना
DISTRUSTFUL,distrustful,distrustful,,संकालु
DISTURB,disturb,disturb,,उलट पुलट करना
DISTURBANCE,disturbance,disturbanse,,अशांति
DISTURBED,disturbed,disturbed,,अशांत
DISTURBING,disturbing,disturbing,,अशांत
DISTURBINGLY,disturbingly,disturbingly,,व्याकुलता उत्पन्न करते हुए
DISUNION,disunion,disunion,,अश्लेषा
DISUNITE,disunite,disunite,,अलग कर लेना
DISUNITED,disunited,disunited,,विभाजित
DISUNITY,disunity,disunity,,अनबन
DISUSE,disuse,disuse,,अनुपयोग
DISUSED,disused,disused,,अप्रचलित
DISUSTED,disusted,disusted,,उचाट
DITCH,ditch,ditc,,अवांछित व्यक्ति को छोड़ देना
DITHER,dither,dithxr,,दुविधा में होना
DITHERING,dithering,dithxring,,किसी छवि अथवा ध्वनि को संशोधित करना
DITTO,ditto,ditto,,तदेव
DITTY,ditty,ditty,,गीत
DITZ,ditz,ditz,,बेबकूफ व्यक्ति
DIURETIC,diuretic,diuretik,,मूत्रवर्धक
DIURNAL,diurnal,diurnal,,दिनचर
DIVE,diwe,diwe,,खोह में जाना
DIVER,diwer,diwxr,,गोताखोर
DIVERGE,diwerge,diwxrge,,अलग अलग होना
DIVERGENCE,diwergence,diwxrgense,,असहमति
DIVERGENT,diwergent,diwxrgent,,अपसारी
DIVERS,diwers,diwxrs,,विविध
DIVERSE,diwerse,diwxrse,,असमान
DIVERSELY,diwersely,diwxrsely,,भिन्न प्रकार से
DIVERSIFICATION,diwersification,diwxrsifikation,,विविधता
DIVERSIFY,diwersify,diwxrsify,,बदल जाना
DIVERSION,diwersion,diwxrsion,,चक्करदार मार्ग
DIVERSIONIST,diwersionist,diwxrsionist,,विध्वंसक
DIVERSITY,diwersity,diwxrsity,,द्वैध
DIVERT,diwert,diwxrt,,दूसरे काम में लगाना
DIVERTIMENTO,diwertimento,diwxrtimento,,संगीत रचना
DIVERTING,diwerting,diwxrting,,मनोरंजक
DIVEST,diwest,diwest,,उतारना
DIVIDE,diwide,diwide,,अलग अलग करना
DIVIDEND,diwidend,diwidend,,लाभांश
DIVIDER,diwider,diwidxr,,परकार
DIVIDERS,diwiders,diwidxrs,,परकार
DIVIDING,diwiding,diwiding,,द्वैधीकरण
DIVINATION,diwination,diwination,,भविष्यवाणी
DIVINATORY,diwinatory,diwinatory,,भविष्यसूचक
DIVINE,diwine,diwine,,अनुमान लगाना
DIVINELY,diwinely,diwinely,,दैविक रूप से
DIVING,diwing,diwing,,गोता लगाना
DIVINITY,diwinity,diwinity,,ईश्वरत्व
DIVISIBLE,diwisible,diwisible,,विभाज्य
DIVISION,diwision,diwision,,अलगोझा
DIVISIONAL,diwisional,diwisional,,प्रभागीय
DIVISIVE,diwisiwe,diwisiwe,,विभाजक
DIVISIVELY,diwisiwely,diwisiwely,,फूट डालने के ढंग से
DIVISIVENESS,diwisiweness,diwisiweness,,भेदभाव
DIVORCE,diworce,diworse,,अलग करना
DIVORCEE,diworcee,diworsee,,तलाकशुदा
DIVORSE,diworse,diworse,,तलख
DIVULGE,diwulge,diwulge,,प्रकट करना
DIZZILY,dizzily,dizzily,,चक्कर से आक्रांत हो कर
DIZZINESS,dizziness,dizziness,,चक्कर
DIZZY,dizzy,dizzy,,चक्कर से आक्रांत
DIZZYING,dizzying,dizzying,,चक्कर दिलाने वला
DLL,dll,dll,,विंडोज ओ एस का चर्चित फाइल फॉर्मेट
DNA,dna,dna,,डी एन ए
DO,do,do,,अनुवाद करना
DOABLE,doable,doable,,कार्यान्वित होने योग्य
DOCILE,docile,dosile,,अधीन
DOCILELY,docilely,dosilely,,सहजता से
DOCILITY,docility,dosility,,आज्ञापरायणता
DOCK,dock,dok,,कठघरा
DOCKER,docker,dokxr,,गोदी मजदूर
DOCKET,docket,doket,,रजिस्टर में लिखना
DOCKLAND,dockland,dokland,,गोदी क्षेत्र
DOCKS,docks,doks,,जहाज़ी मालघाट
DOCKYARD,dockyard,dokyard,,गोदी बाड़ा
DOCTOR,doctor,doktor,,इलाज करना
DOCTORAL,doctoral,doktoral,,डक्टर की उपाधि से संबंदित
DOCTORATE,doctorate,doktorate,,डक्टर की उपाधि
DOCTRINAIRE,doctrinaire,doktrinaire,,अव्यावहारिक
DOCTRINAL,doctrinal,doktrinal,,मत संबंधी
DOCTRINALLY,doctrinally,doktrinally,,मत के आधार पर
DOCTRINE,doctrine,doktrine,,मत
DOCUMENT,document,dokument,,डक्युमेंट
DOCUMENTARY,documentary,dokumentary,,दस्तावेज़ी
DOCUMENTATION,documentation,dokumentation,,क़ानूनी दस्तावेज़
DODDERER,dodderer,doddxrxr,,छली मनुष्य
DODDERING,doddering,doddxring,,बुढ़ापे के कारण डगमगाता हुआ
DODDERY,doddery,doddxry,,बुढ़ापे के कारण डगमगाता हुआ
DODGE,dodge,dodge,,कतराना
DODGER,dodger,dodgxr,,चालबाज़
DODGY,dodgy,dodgy,,कठिन
DOE,doe,doe,,मादा खरगोश
DOER,doer,doxr,,करने वाला
DOG,dog,dog,,अधमी
DOGFIGHT,dogfight,dogfait,,दो हवाई जहाज़ों की लड़ाई
DOGFIGHTING,dogfighting,dogfaiting,,कुत्तों की लड़ाई का खेल
DOGGED,dogged,dogged,,ज़िद्दी
DOGGEDLY,doggedly,doggedly,,दृढ़ निश्चय के साथ
DOGGEDNESS,doggedness,doggedness,,दृढ़ निश्चय
DOGHOUSE,doghouse,doghouse,,कुत्ताघर
DOGMA,dogma,dogma,,धर्म सिद्धांत
DOGMATIC,dogmatic,dogmatik,,कट्टर
DOGMATICALLY,dogmatically,dogmatikally,,मतांध रूप से
DOGMATISM,dogmatism,dogmatism,,धर्मांधता
DOGSHIT,dogshit,dogshit,,अनुचित व्यवहार
DOING,doing,doing,,कार्यकलाप
DOINGS,doings,doings,,करतूत
DOLDRUMS,doldrums,doldrums,,उदासी
DOLE,dole,dole,,अंग्रेज़ी सरकार द्वारा 1918 में आरम्भ किया गया बे रोजगारी भत्ता
DOLEFUL,doleful,doleful,,खिन्न
DOLEFULLY,dolefully,dolefully,,खिन्नतापूर्वक
DOLL,doll,doll,,गुड़िया
