e52	e23	x38	xv38	vinqi	vinqi_fonetik	pnzabi	xp38	guzraji	xg38	bNgali	xb38
exist	exist	eksist	mouzuq	मौजूद	एक्सिस्ट	মৌজূদ	mouzuq	মৌজূদ	mouzuq		
existence	existence	eksistens	xsjijw	अस्तित्व	एक्सिस्टेंस	অস্তিত্঵	xsjijw	অস্তিত্঵	xsjijw		
existing	existing	eksistiNg	mouzuqa	मौजूदा	एक्सिस्टिंग	মৌজূদা	mouzuqa	মৌজূদা	mouzuqa		
expand	expand	ekspxind	wisjar	विस्तार	एक्सपैंड	঵িস্তার	wisjar	঵িস্তার	wisjar		
expansion	expansion	ekspenSn	wisjar	विस्तार	एक्सपेंशन	঵িস্তার	wisjar	঵িস্তার	wisjar		
expect	expect	ekspekt	xpeSa krna	अपेक्षा करना	एक्सपेक्ट	অপেক্ষা করনা	xpeSa krna	অপেক্ষা করনা	xpeSa krna		
expectation	expectation	ekspekteSn	xpeSa	अपेक्षा	एक्सपेक्टेशन	অপেক্ষা	xpeSa	অপেক্ষা	xpeSa		
expense	expense	ekspens	wyy	व्यय	एक्सपेंस	঵্যয	wyy	঵্যয	wyy		
expensive	expensiwe	ekspensiw	mvNga	महंगा	एक्सपेंसिव	মহংগা	mvNga	মহংগা	mvNga		
experience	experience	ekspiriyns	xnuBw	अनुभव	एक्सपीरियंस	অনুভ঵	xnuBw	অনুভ঵	xnuBw		
experiment	experiment	eksperiment	pryog	प्रयोग	एक्सपेरिमेंट	প্রযোগ	pryog	প্রযোগ	pryog		
expert	expert	eksprt	wiSesgy	विशेषज्ञ	एक्सपर्ट	঵িশেষজ্ঞ	wiSesgy	঵িশেষজ্ঞ	wiSesgy		
explain	explain	eksplen	smZana	समझाना	एक्सप्लेन	সমঝানা	smZana	সমঝানা	smZana		
explanation	explanation	eksplneSn	wyaKya	व्याख्या	एक्सप्लनेशन	঵্যাখ্যা	wyaKya	঵্যাখ্যা	wyaKya		
explode	explode	eksplode	wisfot	विस्फोट	एक्सप्लोडे	঵িস্ফোট	wisfot	঵িস্ফোট	wisfot		
explore	explore	eksplor	xnwesn krna	अन्वेषण करना	एक्स्प्लोर	অন্঵েষণ করনা	xnwesn krna	অন্঵েষণ করনা	xnwesn krna		
explosion	explosion	eksplosiw	wisfot	विस्फोट	एक्सप्लोसिव	঵িস্ফোট	wisfot	঵িস্ফোট	wisfot		
expose	expose	ekspoज़	Kulasa	खुलासा	एक्सपोज़	খুলাসা	Kulasa	খুলাসা	Kulasa		
exposure	exposure	ekspoज़r	snsrg	संसर्ग	एक्सपोज़र	সংসর্গ	snsrg	সংসর্গ	snsrg		
express	express	ekspres	xBiwykj krna	अभिव्यक्त करना	एक्सप्रेस	অভি঵্যক্ত করনা	xBiwykj krna	অভি঵্যক্ত করনা	xBiwykj krna		
expression	expression	ekspreSn	xBiwykji	अभिव्यक्ति	एक्सप्रेशन	অভি঵্যক্তি	xBiwykji	অভি঵্যক্তি	xBiwykji		
extend	extend	ekstend	bRana	बढ़ाना	एक्सटेंड	বঢ়ানা	bRana	বঢ়ানা	bRana		
extension	extension	ekstenSn	wisjar	विस्तार	एक्सटेंशन	঵িস্তার	wisjar	঵িস্তার	wisjar		
extensive	extensiwe	ekstensiw	bvuj bRa	बहुत बड़ा	एक्सटेंसिव	বহুত বড়া	bvuj bRa	বহুত বড়া	bvuj bRa		
extent	extent	ekstent	Sejr	क्षेत्र	एक्सटेंट	ক্ষেত্র	Sejr	ক্ষেত্র	Sejr		
external	external	ekstrnl	bavri	बाहरी	एक्सटर्नल	বাহরী	bavri	বাহরী	bavri		
extra	extra	ekstra	xjirikj	अतिरिक्त	एक्स्ट्रा	অতিরিক্ত	xjirikj	অতিরিক্ত	xjirikj		
extraordinary	extraordinary	ekstraaordinri	xsaQarn	असाधारण	एक्स्ट्राऑर्डिनरी	অসাধারণ	xsaQarn	অসাধারণ	xsaQarn		
extreme	extreme	ekstrim	crm	चरम	एक्सट्रीम	চরম	crm	চরম	crm		
extremely	extremely	ekstremeli	bvuj zyaqa	बहुत ज़्यादा	एक्सट्रेमेली	বহুত জ়্যাদা	bvuj zyaqa	বহুত জ়্যাদা	bvuj zyaqa		
eye	eye	aoy	xaNK	आँख	ऑय	আঁখ	xaNK	আঁখ	xaNK		
fabric	fabric	fxibrik	kpRa	कपड़ा	फैब्रिक	কপড়া	kpRa	কপড়া	kpRa		
face	face	fes	cevra	चेहरा	फेस	চেহরা	cevra	চেহরা	cevra		
facility	facility	fxisiliti	suwiQa	सुविधा	फैसिलिटी	সু঵িধা	suwiQa	সু঵িধা	suwiQa		
fact	fact	fxikt	jJy	तथ्य	फैक्ट	তথ্য	jJy	তথ্য	jJy		
factor	factor	fxiktr	kark	कारक	फैक्टर	কারক	kark	কারক	kark		
factory	factory	fxiktri	karKana	कारखाना	फैक्ट्री	কারখানা	karKana	কারখানা	karKana		
faculty	faculty	fxiklti	sNkay	संकाय	फैकल्टी	সংকায	sNkay	সংকায	sNkay		
fade	fade	fade	vlka vona	हल्का होना	फाडे	হল্কা হোনা	vlka vona	হল্কা হোনা	vlka vona		
fail	fail	फ़xil	wifl	विफल	फ़ैल	঵িফল	wifl	঵িফল	wifl		
failure	failure	feliyr	xsflja	असफलता	फेलियर	অসফলতা	xsflja	অসফলতা	xsflja		
fair	fair	feyr	nispS	निष्पक्ष	फेयर	নিষ্পক্ষ	nispS	নিষ্পক্ষ	nispS		
fairly	fairly	fxirly	xcCi jrv se	अच्छी तरह से	फैरल्य	অচ্ছী তরহ সে	xcCi jrv se	অচ্ছী তরহ সে	xcCi jrv se		
faith	faith	feJ	xasJa	आस्था	फेथ	আস্থা	xasJa	আস্থা	xasJa		
fall	fall	fal	girna	गिरना	फॉल	গিরনা	girna	গিরনা	girna		
false	false	false	xsjy	असत्य	फालसे	অসত্য	xsjy	অসত্য	xsjy		
familiar	familiar	femilixr	pricij	परिचित	फेमिलिअर	পরিচিত	pricij	পরিচিত	pricij		
family	family	fॅmili	priwar	परिवार	फॅमिली	পরি঵ার	priwar	পরি঵ার	priwar		
famous	famous	fems	prsiqQ	प्रसिद्ध	फेमस	প্রসিদ্ধ	prsiqQ	প্রসিদ্ধ	prsiqQ		
fan	fan	fxin	prSnsk	प्रशंसक	फैन	প্রশংসক	prSnsk	প্রশংসক	prSnsk		
fantasy	fantasy	fnjasi	klpna	कल्पना	फंतासी	কল্পনা	klpna	কল্পনা	klpna		
far	far	far	qur	दूर	फार	দূর	qur	দূর	qur		
farm	farm	farm	Kej	खेत	फार्म	খেত	Kej	খেত	Kej		
farmer	farmer	farmr	kisan	किसान	फार्मर	কিসান	kisan	কিসান	kisan		
fashion	fashion	fxiSn	fxiSn	फ़ैशन	फैशन	ফ়ৈশন	fxiSn	ফ়ৈশন	fxiSn		
fast	fast	फ़ast	jez	तेज़	फ़ास्ट	তেজ়	jez	তেজ়	jez		
fat	fat	fxit	mota	मोटा	फैट	মোটা	mota	মোটা	mota		
fate	fate	fate	Bagy	भाग्य	फाटे	ভাগ্য	Bagy	ভাগ্য	Bagy		
father	father	faqr	pija	पिता	फादर	পিতা	pija	পিতা	pija		
fault	fault	falt	qos	दोष	फाल्ट	দোষ	qos	দোষ	qos		
favor	fawor	fewr	pS	पक्ष	फेवर	পক্ষ	pS	পক্ষ	pS		
favorite	faworite	fewret	psnqiqa	पसंदीदा	फेवरेट	পসংদীদা	psnqiqa	পসংদীদা	psnqiqa		
fear	fear	fiyr	dr	डर	फियर	ডর	dr	ডর	dr		
feature	feature	ficr	wiSesja	विशेषता	फीचर	঵িশেষতা	wiSesja	঵িশেষতা	wiSesja		
federal	federal	फ़edrl	sNGiy	संघीय	फ़ेडरल	সংঘীয	sNGiy	সংঘীয	sNGiy		
fee	fee	fi	Sulk	शुल्क	फी	শুল্ক	Sulk	শুল্ক	Sulk		
feed	feed	fid	cara	चारा	फीड	চারা	cara	চারা	cara		
feel	feel	fil	xnuBw krna	अनुभव करना	फील	অনুভ঵ করনা	xnuBw krna	অনুভ঵ করনা	xnuBw krna		
feeling	feeling	filiNg	Bawna	भावना	फीलिंग	ভা঵না	Bawna	ভা঵না	Bawna		
fellow	fellow	felo	saJi	साथी	फेलो	সাথী	saJi	সাথী	saJi		
female	female	fimel	mvila	महिला	फीमेल	মহিলা	mvila	মহিলা	mvila		
fence	fence	fens	baR	बाड़	फेंस	বাড়	baR	বাড়	baR		
few	few	fyu	kuC	कुछ	फ्यू	কুছ	kuC	কুছ	kuC		
fewer	fewer	fewr	se km	से कम	फेवर	সে কম	se km	সে কম	se km		
fiber	fiber	faibr	reSa	रेशा	फाइबर	রেশা	reSa	রেশা	reSa		
fiction	fiction	fikSn	upnyas	उपन्यास	फिक्शन	উপন্যাস	upnyas	উপন্যাস	upnyas		
field	field	fild	Kej	खेत	फील्ड	খেত	Kej	খেত	Kej		
fifteen	fifteen	fiftin	pnqrv	पंद्रह	फिफ्टीन	পংদ্রহ	pnqrv	পংদ্রহ	pnqrv		
fifth	fifth	fifJ	pancwa	पांचवां	फिफ्थ	পাংচ঵াং	pancwa	পাংচ঵াং	pancwa		
fifty	fifty	fifti	pcas	पचास	फिफ्टी	পচাস	pcas	পচাস	pcas		
fight	fight	fait	lRai	लड़ाई	फाइट	লড়াঈ	lRai	লড়াঈ	lRai		
fighter	fighter	faitr	yoqQa	योद्धा	फाइटर	যোদ্ধা	yoqQa	যোদ্ধা	yoqQa		
fighting	fighting	faitiNg	lRai krna	लड़ाई करना	फाइटिंग	লড়াঈ করনা	lRai krna	লড়াঈ করনা	lRai krna		
figure	figure	figr	xakrji	आकृति	फिगर	আকৃতি	xakrji	আকৃতি	xakrji		
file	file	fail	fail	फ़ाइल	फाइल	ফ়াইল	fail	ফ়াইল	fail		
fill	fill	fyill	Brna	भरना	फइलल	ভরনা	Brna	ভরনা	Brna		
film	film	film	pjli prj	पतली परत	फिल्म	পতলী পরত	pjli prj	পতলী পরত	pjli prj		
final	final	fainl	xnjim	अंतिम	फाइनल	অংতিম	xnjim	অংতিম	xnjim		
finally	finally	fainli	xaKirkar	आखिरकार	फाइनली	আখিরকার	xaKirkar	আখিরকার	xaKirkar		
finance	finance	fainens	wijj	वित्त	फाइनेंस	঵িত্ত	wijj	঵িত্ত	wijj		
financial	financial	fainensiyl	wijjiy	वित्तीय	फाइनेंसियल	঵িত্তীয	wijjiy	঵িত্তীয	wijjiy		
find	find	fnd	pana	पाना	फंड	পানা	pana	পানা	pana		
finding	finding	faindiNg	Koz	खोज	फाइंडिंग	খোজ	Koz	খোজ	Koz		
fine	fine	fain	Tik	ठीक	फाइन	ঠীক	Tik	ঠীক	Tik		
finger	finger	fiNgr	uNgliya	उँगलिया	फिंगर	উঁগলিযা	uNgliya	উঁগলিযা	uNgliya		
finish	finish	finiS	smapj	समाप्त	फिनिश	সমাপ্ত	smapj	সমাপ্ত	smapj		
fire	fire	fayr	xag	आग	फायर	আগ	xag	আগ	xag		
firm	firm	frm	qrR	दृढ़	फर्म	দৃঢ়	qrR	দৃঢ়	qrR		
first	first	frst	pvla	पहला	फर्स्ट	পহলা	pvla	পহলা	pvla		
fish	fish	fiS	mCli	मछली	फिश	মছলী	mCli	মছলী	mCli		
fishing	fishing	fiSiNg	mCli pkRne	मछली पकड़ने	फिशिंग	মছলী পকড়নে	mCli pkRne	মছলী পকড়নে	mCli pkRne		
fit	fit	fit	upyukj	उपयुक्त	फिट	উপযুক্ত	upyukj	উপযুক্ত	upyukj		
fitness	fitness	fitnes	swasJy	स्वास्थ्य	फिटनेस	স্঵াস্থ্য	swasJy	স্঵াস্থ্য	swasJy		
five	fiwe	faiw	panc	पांच	फाइव	পাংচ	panc	পাংচ	panc		
fix	fix	fiks	vl krna	हल करना	फिक्स	হল করনা	vl krna	হল করনা	vl krna		
flag	flag	flxig	Znda	झंडा	फ्लैग	ঝংডা	Znda	ঝংডা	Znda		
flame	flame	flem	zyoji	ज्योति	फ्लेम	জ্যোতি	zyoji	জ্যোতি	zyoji		
flat	flat	flxit	smjl	समतल	फ्लैट	সমতল	smjl	সমতল	smjl		
flavor	flawor	flewr	swaq	स्वाद	फ्लेवर	স্঵াদ	swaq	স্঵াদ	swaq		
flee	flee	fli	Bagna	भागना	फली	ভাগনা	Bagna	ভাগনা	Bagna		
flesh	flesh	fleS	mans	माँस	फलेश	মাঁস	mans	মাঁস	mans		
flight	flight	flait	uRan	उड़ान	फ्लाइट	উড়ান	uRan	উড়ান	uRan		
float	float	flot	pani pr jxirna	पानी पर तैरना	फ्लोट	পানী পর তৈরনা	pani pr jxirna	পানী পর তৈরনা	pani pr jxirna		
floor	floor	flor	mnzil	मंज़िल	फ्लोर	মংজ়িল	mnzil	মংজ়িল	mnzil		
flow	flow	flo	bve	बहे	फ्लो	বহে	bve	বহে	bve		
flower	flower	flawr	ful	फूल	फ्लावर	ফূল	ful	ফূল	ful		
fly	fly	flai	uRna	उड़ना	फ्लाई	উড়না	uRna	উড়না	uRna		
focus	focus	foks	kenqr	केंद्र	फोकस	কেংদ্র	kenqr	কেংদ্র	kenqr		
folk	folk	fok	lok	लोक	फोक	লোক	lok	লোক	lok		
follow	follow	falo	paln ​​krna	पालन ​​करना	फॉलो	পালন ​​করনা	paln ​​krna	পালন ​​করনা	paln ​​krna		
